date,code,rank,brand,product,price,star,review,url,period_ym
20260426,032306208,50,종근당, 종근당 데일리와이즈 푸룬 구미 7일분 ,1000,,0,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032306208&recmYn=N,202604
20260426,104502799,51,진라면, 진라면 스프 5g 10개입 매운맛 ,3000,4.8,581,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=104502799&recmYn=N,202604
20260426,600000148,52,대웅제약, 대웅제약 칼슘 마그네슘 비타민D 60정 30일분 ,5000,4.8,1260,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000148&recmYn=N,202604
20260426,104557309,53,오뚜기, 오뚜기 스낵면 용기 90 g ,1000,4.8,265,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=104557309&recmYn=N,202604
20260426,032306202,54,종근당, 종근당 데일리와이즈 코엔자임Q10 12캡슐 12일분 ,2000,4.8,16,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032306202&recmYn=N,202604
20260426,106238271,55,롯데, 롯데 쌀로 만든 쌀로별 고소한 맛 62 g ,1000,4.9,127,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=106238271&recmYn=N,202604
20260426,646710533,56,프링글스, 프링글스 오리지널 53 g ,1500,4.8,439,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=646710533&recmYn=N,202604
20260426,610910777,57,동국제약, 동국제약 비타민D 2000IU 40캡슐 40일분 ,3000,4.9,206,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=610910777&recmYn=N,202604
20260426,106201272,58,롯데, 롯데 아몬드 빼빼로 37 g ,1500,4.9,441,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=106201272&recmYn=N,202604
20260426,106224743,59,롯데, 롯데 칙촉 120 g ,2000,4.8,113,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=106224743&recmYn=N,202604
20260426,032306209,60,종근당, 종근당 데일리와이즈 테아닌 구미 7일분 ,1000,,0,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=032306209&recmYn=N,202604
20260426,600000133,61,대웅제약, 대웅제약 철분 30정 30일분 ,3000,4.8,902,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000133&recmYn=N,202604
20260426,591580541,62,종근당건강, 종근당건강 눈건강엔 루테인지아잔틴 ,5000,4.8,674,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=591580541&recmYn=N,202604
20260426,190616902,63,코스모스, 코스모스 왕소라형 과자 138 g ,1000,4.7,1031,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=190616902&recmYn=N,202604
20260426,601618641,64,동화, 동화 바이마그랩 마그네슘 테아닌 5포 5일분 ,3000,4.9,35,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=601618641&recmYn=N,202604
20260426,190616519,65,코스모스, 코스모스 버터갈릭 새우칩 56g ,1000,4.8,1581,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=190616519&recmYn=N,202604
